baseOrig,compOrig,baseCharStart,baseCharEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,compOrder,grp-ref-sifre-d,baseOrder,grp-ref-sifra,dam-lev,jac,lcc_len,lcs_str,id,bRangeOriginal,cRangeOriginal
ref-sifra.2.4-00.4.41-ref-sifra.2.4-00.4.58,ref-sifre-d.289.9.18-ref-sifre-d.289.9.32,24790,24890,ref-sifra.2.4-00.4.41,ref-sifra.2.4-00.4.58,274954,275020,ref-sifre-d.289.9.18,ref-sifre-d.289.9.32,נאמר כאן כיהון' ונאמר להלן כיהון' מה כיהון האמור להלן בכהן כשר ובכלי שרת אף כיהון' האמור כאן ,נאמר כאן שם ונאמר להלן שם מה שם האמור להלן נחלה אף שם האמור כאן ,1,1,1974,1958.0,48,24.0,0.4301075268817204,0.5833333333333333,10,נאמר כאן ונאמר להלן מה האמור להלן אף האמור כאן,4060000043,18,15
ref-sifra.2.4-00.4.38-ref-sifra.2.4-00.4.58,ref-sifre-d.291.5.40-ref-sifre-d.291.6.18,24775,24890,ref-sifra.2.4-00.4.38,ref-sifra.2.4-00.4.58,276444,276551,ref-sifre-d.291.5.40,ref-sifre-d.291.6.18,כשר ובכלי שרת נאמר כאן כיהון' ונאמר להלן כיהון' מה כיהון האמור להלן בכהן כשר ובכלי שרת אף כיהון' האמור כאן ,כשרה וענתה ואמרה נאמר כאן ענייה ונאמר להלן ענייה מה ענייה האמורה להלן בלשון הקדש אף ענייה האמורה כאן ,4,3,2032,2031.0,25,24.0,0.4485981308411215,0.5714285714285714,8,נאמר כאן ונאמר להלן מה להלן אף כאן,4060000044,21,19
ref-sifra.2.4-00.4.39-ref-sifra.2.4-00.4.58,ref-sifre-d.302.1.4-ref-sifre-d.302.1.20,24779,24890,ref-sifra.2.4-00.4.39,ref-sifra.2.4-00.4.58,288135,288213,ref-sifre-d.302.1.4,ref-sifre-d.302.1.20,ובכלי שרת נאמר כאן כיהון' ונאמר להלן כיהון' מה כיהון האמור להלן בכהן כשר ובכלי שרת אף כיהון' האמור כאן ,יכול בחנוכה נאמר כאן קץ ונאמר להלן קץ מה קץ האמור להלן רגל אף קץ האמור כאן ,3,3,2116,2116.0,26,26.0,0.4757281553398058,0.6428571428571428,10,נאמר כאן ונאמר להלן מה האמור להלן אף האמור כאן,4060000045,20,17
ref-sifra.2.4-00.4.42-ref-sifra.2.4-00.4.50,ref-sifre-d.302.1.23-ref-sifre-d.302.1.34,24795,24847,ref-sifra.2.4-00.4.42,ref-sifra.2.4-00.4.50,288221,288275,ref-sifre-d.302.1.23,ref-sifre-d.302.1.34,כאן כיהון' ונאמר להלן כיהון' מה כיהון האמור להלן ,מה קץ האמור להלן חג המצות אף כאן חג המצות נאמר להלן ,9,1,2172,2172.0,51,26.0,0.6153846153846154,0.6666666666666667,3,מה האמור להלן,4060000046,9,12
ref-sifra.2.4-00.10.7-ref-sifra.2.4-00.10.20,ref-sifre-d.36.2.105-ref-sifre-d.36.2.118,26343,26414,ref-sifra.2.4-00.10.7,ref-sifra.2.4-00.10.20,51597,51665,ref-sifre-d.36.2.105,ref-sifre-d.36.2.118,ונאמר להלן סביב מה סביב האמור להלן הפסק ארבע מתנות אף סביב האמור כאן ,ונאמר להלן כתב מה כתב האמור להלן על הספר ובדיו אף כתב האמור כאן ,1,2,121,90.0,53,53.0,0.3188405797101449,0.6153846153846154,8,ונאמר להלן מה האמור להלן אף האמור כאן,4060000047,14,14
ref-sifra.2.4-00.10.7-ref-sifra.2.4-00.10.20,ref-sifre-d.43.24.43-ref-sifre-d.43.25.17,26343,26414,ref-sifra.2.4-00.10.7,ref-sifra.2.4-00.10.20,82463,82541,ref-sifre-d.43.24.43,ref-sifre-d.43.25.17,אפו נאמר כאן אף ונאמר להלן אף חרי מה חרי אף האמור להלן חרב אף חרי האמור כאן,אפו נאמר כאן אף ונאמר להלן אף חרי מה חרי אף האמור להלן חרב אף חרי האמור כאן,1,1,171,171.0,54,54.0,0.0,0.0,18,אפו נאמר כאן אף ונאמר להלן אף חרי מה חרי אף האמור להלן חרב אף חרי האמור כאן,4060000048,18,18
ref-sifra.2.4-00.10.7-ref-sifra.2.4-00.10.20,ref-sifre-d.62.4.10-ref-sifre-d.62.4.24,26343,26414,ref-sifra.2.4-00.10.7,ref-sifra.2.4-00.10.20,110127,110200,ref-sifre-d.62.4.10,ref-sifre-d.62.4.24,ונאמר להלן סביב מה סביב האמור להלן הפסק ארבע מתנות אף סביב האמור כאן ,ונאמר להלן ושמו את שמי מה שמי האמור להלן בלשון הקדש אף שמי האמור כאן ,1,1,329,329.0,56,56.0,0.4492753623188406,0.6153846153846154,8,ונאמר להלן מה האמור להלן אף האמור כאן,4060000049,14,15
ref-sifra.2.4-00.10.7-ref-sifra.2.4-00.10.20,ref-sifre-d.62.4.32-ref-sifre-d.62.4.45,26343,26414,ref-sifra.2.4-00.10.7,ref-sifra.2.4-00.10.20,110236,110309,ref-sifre-d.62.4.32,ref-sifre-d.62.4.45,ונאמר להלן סביב מה סביב האמור להלן הפסק ארבע מתנות אף סביב האמור כאן ,האמור להלן בית הבחירה ומה שמי האמור להלן ברכת כהנים אף שמי האמור כאן ,1,1,364,364.0,57,56.0,0.4347826086956521,0.7333333333333334,6,להלן האמור להלן אף האמור כאן,4060000050,14,14
ref-sifra.2.4-00.10.7-ref-sifra.2.4-00.10.20,ref-sifre-d.69.1.5-ref-sifre-d.69.1.16,26343,26414,ref-sifra.2.4-00.10.7,ref-sifra.2.4-00.10.20,114098,114162,ref-sifre-d.69.1.5,ref-sifre-d.69.1.16,ונאמר להלן סביב מה סביב האמור להלן הפסק ארבע מתנות אף סביב האמור כאן ,ונאמרה להלן שמחה מה שמחה האמורה להלן שלמים אף שמחה האמורה כאן ,1,1,471,441.0,58,53.0,0.4202898550724637,0.5454545454545454,5,להלן מה להלן אף כאן,4060000051,14,12
ref-sifra.2.4-00.10.7-ref-sifra.2.4-00.10.20,ref-sifre-d.86.6.7-ref-sifre-d.86.6.18,26343,26414,ref-sifra.2.4-00.10.7,ref-sifra.2.4-00.10.20,131053,131119,ref-sifre-d.86.6.7,ref-sifre-d.86.6.18,ונאמר להלן סביב מה סביב האמור להלן הפסק ארבע מתנות אף סביב האמור כאן ,ונאמרה להלן הדחה מה הדחה האמורה להלן בסקילה אף הדחה האמורה כאן ,1,2,623,592.0,59,53.0,0.4057971014492754,0.5454545454545454,5,להלן מה להלן אף כאן,4060000052,14,12
ref-sifra.2.4-00.10.7-ref-sifra.2.4-00.10.20,ref-sifre-d.90.2.7-ref-sifre-d.90.2.19,26343,26414,ref-sifra.2.4-00.10.7,ref-sifra.2.4-00.10.20,133036,133105,ref-sifre-d.90.2.7,ref-sifre-d.90.2.19,ונאמר להלן סביב מה סביב האמור להלן הפסק ארבע מתנות אף סביב האמור כאן ,ונאמר להלן הדחה מה הדחה האמורה להלן כאן בסקילה אף הדחה האמורה כאן ,1,1,693,651.0,60,53.0,0.391304347826087,0.5454545454545454,6,ונאמר להלן מה להלן אף כאן,4060000053,14,13
ref-sifra.2.4-00.10.7-ref-sifra.2.4-00.10.20,ref-sifre-d.107.18.12-ref-sifre-d.107.18.25,26343,26414,ref-sifra.2.4-00.10.7,ref-sifra.2.4-00.10.20,147584,147656,ref-sifre-d.107.18.12,ref-sifre-d.107.18.25,ונאמר להלן סביב מה סביב האמור להלן הפסק ארבע מתנות אף סביב האמור כאן ,ונאמר להלן שמחה מה שמחה האמורה כאן להלן שלמים אף שמחה האמורה להלן כאן ,1,1,894,842.0,61,53.0,0.5,0.5454545454545454,6,ונאמר להלן מה להלן אף כאן,4060000054,14,14
ref-sifra.2.4-00.10.7-ref-sifra.2.4-00.10.20,ref-sifre-d.111.1.15-ref-sifre-d.111.1.28,26343,26414,ref-sifra.2.4-00.10.7,ref-sifra.2.4-00.10.20,150189,150259,ref-sifre-d.111.1.15,ref-sifre-d.111.1.28,ונאמר להלן סביב מה סביב האמור להלן הפסק ארבע מתנות אף סביב האמור כאן ,ונאמר להלן קץ מה קץ האמור להלן בסופה ולא בתחילתה אף קץ האמור כאן ,1,4,988,962.0,62,53.0,0.3623188405797101,0.6153846153846154,8,ונאמר להלן מה האמור להלן אף האמור כאן,4060000055,14,14
ref-sifra.2.4-00.10.7-ref-sifra.2.4-00.10.20,ref-sifre-d.122.3.5-ref-sifre-d.122.3.16,26343,26414,ref-sifra.2.4-00.10.7,ref-sifra.2.4-00.10.20,159585,159646,ref-sifre-d.122.3.5,ref-sifre-d.122.3.16,ונאמר להלן סביב מה סביב האמור להלן הפסק ארבע מתנות אף סביב האמור כאן ,ונאמר להלן אזנו מה אזנו האמור להלן ימנית אף אזנו האמור כאן ,1,1,1079,1044.0,63,53.0,0.3478260869565217,0.5454545454545454,8,ונאמר להלן מה האמור להלן אף האמור כאן,4060000056,14,12
ref-sifra.2.4-00.10.7-ref-sifra.2.4-00.10.20,ref-sifre-d.138.1.9-ref-sifre-d.138.1.20,26343,26414,ref-sifra.2.4-00.10.7,ref-sifra.2.4-00.10.20,170287,170350,ref-sifre-d.138.1.9,ref-sifre-d.138.1.20,ונאמר להלן סביב מה סביב האמור להלן הפסק ארבע מתנות אף סביב האמור כאן ,ונאמר להלן שמחה מה שמחה האמורה להלן שלמים אף שמחה האמורה כאן ,1,1,1204,1174.0,64,53.0,0.4057971014492754,0.5454545454545454,6,ונאמר להלן מה להלן אף כאן,4060000057,14,12
ref-sifra.2.4-00.10.7-ref-sifra.2.4-00.10.20,ref-sifre-d.149.4.20-ref-sifre-d.149.4.37,26343,26414,ref-sifra.2.4-00.10.7,ref-sifra.2.4-00.10.20,179590,179681,ref-sifre-d.149.4.20,ref-sifre-d.149.4.37,ונאמר להלן סביב מה סביב האמור להלן הפסק ארבע מתנות אף סביב האמור כאן ,ונאמר להלן שעריך מה שעריך האמור להלן שער שנמצאו בו ולא שער שנדונו בו אף שעריך האמור כאן ,1,4,1293,1261.0,65,53.0,0.4204545454545454,0.5833333333333333,8,ונאמר להלן מה האמור להלן אף האמור כאן,4060000058,14,18
ref-sifra.2.4-00.10.7-ref-sifra.2.4-00.10.20,ref-sifre-d.194.6.15-ref-sifre-d.194.6.26,26343,26414,ref-sifra.2.4-00.10.7,ref-sifra.2.4-00.10.20,206428,206485,ref-sifre-d.194.6.15,ref-sifre-d.194.6.26,ונאמר להלן סביב מה סביב האמור להלן הפסק ארבע מתנות אף סביב האמור כאן ,ונאמר להלן אחר מה אחר האמור להלן נכרי אף אחר האמור כאן ,1,1,1433,1395.0,66,53.0,0.3768115942028985,0.5454545454545454,8,ונאמר להלן מה האמור להלן אף האמור כאן,4060000059,14,12
ref-sifra.2.4-00.10.7-ref-sifra.2.4-00.10.20,ref-sifre-d.195.7.16-ref-sifre-d.195.7.27,26343,26414,ref-sifra.2.4-00.10.7,ref-sifra.2.4-00.10.20,206978,207035,ref-sifre-d.195.7.16,ref-sifre-d.195.7.27,ונאמר להלן סביב מה סביב האמור להלן הפסק ארבע מתנות אף סביב האמור כאן ,ונאמר להלן אחר מה אחר האמור להלן נכרי אף אחר האמור כאן ,1,1,1490,1452.0,67,53.0,0.3768115942028985,0.5454545454545454,8,ונאמר להלן מה האמור להלן אף האמור כאן,4060000060,14,12
ref-sifra.2.4-00.10.7-ref-sifra.2.4-00.10.20,ref-sifre-d.261.2.28-ref-sifre-d.261.2.41,26343,26414,ref-sifra.2.4-00.10.7,ref-sifra.2.4-00.10.20,251428,251503,ref-sifre-d.261.2.28,ref-sifre-d.261.2.41,ונאמר להלן סביב מה סביב האמור להלן הפסק ארבע מתנות אף סביב האמור כאן ,ונאמר להלן תועבה מה תועבה האומר להלן בשם זובח בזובח אף תועבה האמורה כאן ,1,1,1713,1688.0,68,53.0,0.3611111111111111,0.5833333333333333,6,ונאמר להלן מה להלן אף כאן,4060000061,14,14
ref-sifra.2.4-00.10.7-ref-sifra.2.4-00.10.20,ref-sifre-d.264.1.8-ref-sifre-d.264.1.20,26343,26414,ref-sifra.2.4-00.10.7,ref-sifra.2.4-00.10.20,252882,252945,ref-sifre-d.264.1.8,ref-sifre-d.264.1.20,ונאמר להלן סביב מה סביב האמור להלן הפסק ארבע מתנות אף סביב האמור כאן ,ונאמר להלן נדר מה נדר האמור להלן נדר ונדבה אף נדר האמור כאן ,1,1,1771,1739.0,69,53.0,0.3623188405797101,0.5454545454545454,8,ונאמר להלן מה האמור להלן אף האמור כאן,4060000062,14,13
ref-sifra.2.4-00.10.7-ref-sifra.2.4-00.10.20,ref-sifre-d.284.6.8-ref-sifre-d.284.6.24,26343,26414,ref-sifra.2.4-00.10.7,ref-sifra.2.4-00.10.20,268102,268188,ref-sifre-d.284.6.8,ref-sifre-d.284.6.24,ונאמר להלן סביב מה סביב האמור להלן הפסק ארבע מתנות אף סביב האמור כאן ,ונאמר להלן גר יתום מה גר יתום האמור להלן בעושה פחות מסאתים אף גר ויתום האמור כאן ,1,5,1844,1819.0,70,53.0,0.4074074074074074,0.6428571428571428,8,ונאמר להלן מה האמור להלן אף האמור כאן,4060000063,14,17
ref-sifra.2.4-00.10.7-ref-sifra.2.4-00.10.20,ref-sifre-d.285.4.7-ref-sifre-d.285.4.22,26343,26414,ref-sifra.2.4-00.10.7,ref-sifra.2.4-00.10.20,268764,268841,ref-sifre-d.285.4.7,ref-sifre-d.285.4.22,ונאמר להלן סביב מה סביב האמור להלן הפסק ארבע מתנות אף סביב האמור כאן ,ונאמר להלן גר יתום מה גר יתום האמור להלן פחות מסאתים אף גר יתום האמור כאן ,1,1,1893,1863.0,71,53.0,0.4189189189189189,0.6153846153846154,8,ונאמר להלן מה האמור להלן אף האמור כאן,4060000064,14,16
ref-sifra.2.4-00.10.7-ref-sifra.2.4-00.10.20,ref-sifre-d.289.9.21-ref-sifre-d.289.9.32,26343,26414,ref-sifra.2.4-00.10.7,ref-sifra.2.4-00.10.20,274966,275020,ref-sifre-d.289.9.21,ref-sifre-d.289.9.32,ונאמר להלן סביב מה סביב האמור להלן הפסק ארבע מתנות אף סביב האמור כאן ,ונאמר להלן שם מה שם האמור להלן נחלה אף שם האמור כאן ,1,1,1994,1958.0,72,53.0,0.391304347826087,0.5454545454545454,8,ונאמר להלן מה האמור להלן אף האמור כאן,4060000065,14,12
ref-sifra.2.4-00.10.7-ref-sifra.2.4-00.10.20,ref-sifre-d.291.6.6-ref-sifre-d.291.6.18,26343,26414,ref-sifra.2.4-00.10.7,ref-sifra.2.4-00.10.20,276478,276551,ref-sifre-d.291.6.6,ref-sifre-d.291.6.18,ונאמר להלן סביב מה סביב האמור להלן הפסק ארבע מתנות אף סביב האמור כאן ,ונאמר להלן ענייה מה ענייה האמורה להלן בלשון הקדש אף ענייה האמורה כאן ,1,1,2065,2031.0,73,53.0,0.4057971014492754,0.5833333333333333,6,ונאמר להלן מה להלן אף כאן,4060000066,14,13
ref-sifra.2.4-00.10.7-ref-sifra.2.4-00.10.20,ref-sifre-d.302.1.9-ref-sifre-d.302.1.20,26343,26414,ref-sifra.2.4-00.10.7,ref-sifra.2.4-00.10.20,288160,288213,ref-sifre-d.302.1.9,ref-sifre-d.302.1.20,ונאמר להלן סביב מה סביב האמור להלן הפסק ארבע מתנות אף סביב האמור כאן ,ונאמר להלן קץ מה קץ האמור להלן רגל אף קץ האמור כאן ,1,1,2148,2114.0,74,53.0,0.3768115942028985,0.5454545454545454,8,ונאמר להלן מה האמור להלן אף האמור כאן,4060000067,14,12
ref-sifra.2.4-00.12.25-ref-sifra.2.4-00.12.33,ref-sifre-d.78.1.1-ref-sifre-d.78.1.7,26766,26816,ref-sifra.2.4-00.12.25,ref-sifra.2.4-00.12.33,124832,124872,ref-sifre-d.78.1.1,ref-sifre-d.78.1.7,ועשית עולותיך הבשר והדם מקיש דם לבשר,ועשית עולותיך הבשר והדם מקיש דם לבשר,7,7,564,564.0,75,75.0,0.0,0.0,7,ועשית עולותיך הבשר והדם מקיש דם לבשר,4060000068,7,7
ref-sifra.2.4-00.12.25-ref-sifra.2.4-00.12.49,ref-sifre-d.78.2.15-ref-sifre-d.78.3.13,26766,26904,ref-sifra.2.4-00.12.25,ref-sifra.2.4-00.12.49,124990,125141,ref-sifre-d.78.2.15,ref-sifre-d.78.3.13,ועשית עולותיך הבשר והדם הקיש הבשר לדם מה הדם בזריקה אף הבשר בזריקה יכול יהיה זורק ורובג תלמוד לומר וערך הכהן אותם הא כיצד זורק ,"ועשית עולותיך הבשר והדם מקיש דם לבשר בשר לדם מה דם בזריקה אף בשר בזריקה יכול יהא עומד ברחוק ועומד וזורק ת""ל וערך הכהן אותם עומד בקרוב וזורק ",25,28,566,566.0,77,75.0,0.2928571428571428,0.4499999999999999,13,ועשית עולותיך הבשר והדם לדם מה בזריקה אף בזריקה יכול וערך הכהן אותם,4060000069,25,28
ref-sifra.2.4-05.3.18-ref-sifra.2.4-05.4.5,ref-sifre-d.78.10.15-ref-sifre-d.78.10.25,27694,27774,ref-sifra.2.4-05.3.18,ref-sifra.2.4-05.4.5,125886,125950,ref-sifre-d.78.10.15,ref-sifre-d.78.10.25,עולותיך מה עולה טעונה הפשט ונתוח וכליל לאישים אף תמורה כיוצא,עולותיך מה עולה טעונה הפשט ונתוח וכליל לאישים אף תמורה כיוצא,11,11,574,574.0,78,78.0,0.0,0.0,11,עולותיך מה עולה טעונה הפשט ונתוח וכליל לאישים אף תמורה כיוצא,4060000070,11,11
ref-sifra.2.4-05.4.28-ref-sifra.2.4-05.4.38,ref-sifre-d.78.10.15-ref-sifre-d.78.10.20,27875,27936,ref-sifra.2.4-05.4.28,ref-sifra.2.4-05.4.38,125886,125919,ref-sifre-d.78.10.15,ref-sifre-d.78.10.20,העולה כל שהוא עולה טעונה הפשטה מה ראית להביאן להפשט ונתוח ,עולותיך מה עולה טעונה הפשט ונתוח ,11,6,572,570.0,80,80.0,0.5172413793103449,0.5555555555555556,3,עולה טעונה ונתוח,4060000071,11,6
ref-sifra.2.4-05.6.11-ref-sifra.2.4-05.7.1,ref-sifre-d.78.10.15-ref-sifre-d.78.10.20,28348,28386,ref-sifra.2.4-05.6.11,ref-sifra.2.4-05.7.1,125886,125919,ref-sifre-d.78.10.15,ref-sifre-d.78.10.20,העולה כל שהוא עולה טעונה הפשטה ונתח ,עולותיך מה עולה טעונה הפשט ונתוח ,7,6,573,570.0,81,81.0,0.2777777777777778,0.4285714285714286,2,עולה טעונה,4060000072,7,6
ref-sifra.2.4-06.8.31-ref-sifra.2.4-06.9.45,ref-sifre-d.78.4.2-ref-sifre-d.78.5.26,31683,31977,ref-sifra.2.4-06.8.31,ref-sifra.2.4-06.9.45,125169,125452,ref-sifre-d.78.4.2,ref-sifre-d.78.5.26,אמרתי ולא כשהן למטה את הכל לרבות העצמות והגידין והקרנים והטלפים והצמר שבראשי כבשים והשער שבזקן תישים יכול אפילו פירשו תלמוד לומר ועשית עולתיך הבשר והדם יכול יתלשו הגידין והעצמות ויעלה הבשר תלמוד לומר את הכל ריבה הא כיצד בזמן שהם מחוברים יעלו פירשו אפילו בראשו של מזבח ירדו ,"שנאמר והקטיר הכהן את הכל לרבות את העצמות ואת הגידים והקרביים והקרנים והטלפים יכול אפילו שפרשו ת""ל ועשית עולותיך הבשר והדם ועשית עולותיך יכול יחלוץ גידים ועצמות ויחלוץ בשר ויעלה הדם הבשר לגבי המזבח ת""ל את הכל הא כיצד מחוברים יקריבו פרשו אפילו בראשו של מזבח ירדו ",49,47,567,567.0,82,82.0,0.4871794871794871,0.6122448979591837,23,את הכל לרבות העצמות והקרנים והטלפים יכול אפילו ועשית הבשר והדם יכול ויעלה הבשר הכל הא כיצד מחוברים אפילו בראשו של מזבח ירדו,4060000073,49,47
ref-sifra.2.5-07.4.55-ref-sifra.2.5-07.4.74,ref-sifre-d.71.15.4-ref-sifre-d.71.15.20,35777,35884,ref-sifra.2.5-07.4.55,ref-sifra.2.5-07.4.74,116837,116920,ref-sifre-d.71.15.4,ref-sifre-d.71.15.20,ימים ולא לתוך נהרות ולא לתוך כלים כמים ולא לתוך מים עצמם כמים מה מים,ולא לתוך ימים ולא לתוך נהרות ולא לתוך כלים כמים ולא לתוך מים עצמם כמים מה מים,15,17,521,521.0,83,83.0,0.1168831168831168,0.0,15,ימים ולא לתוך נהרות ולא לתוך כלים כמים ולא לתוך מים עצמם כמים מה מים,4060000074,15,17
