baseOrig,compOrig,baseCharStart,baseCharEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,compOrder,grp-ref-bible,baseOrder,grp-ref-y,dam-lev,jac,lcs_len_char,lcs_str_char,lcc_distance,id
ref-y.1.1.1.6.7.19-ref-y.1.1.1.6.7.30,ref-bible.0101.17.5.2-ref-bible.101.17.5.9,29823,29878,ref-y.1.1.1.6.7.19,ref-y.1.1.1.6.7.30,26287,26323,ref-bible.0101.17.5.2,ref-bible.0101.17.5.9,יקרא וקרא עוד את שמך אברם הרי בלא תעשה והיה שמך אברה' ,יקרא עוד את שמך אברם והיה שמך אברהם ,12,8,84,84.0,53,53.0,0.35185185185185186,0.4444444444444444,35,יקרא עוד את שמך אברם והיה שמך אברה ,0.35185185185185186,7090000047
ref-y.1.1.1.6.7.41-ref-y.1.1.1.6.7.51,ref-bible.0310.9.7.1-ref-bible.0310.9.7.7,29935,29990,ref-y.1.1.1.6.7.41,ref-y.1.1.1.6.7.51,1410223,1410259,ref-bible.0310.9.7.1,ref-bible.0310.9.7.7,אתה הוא יהוה האלהים אשר בחרת באברם,אתה הוא יהוה האלהים אשר בחרת באברם,7,7,2955,2955.0,54,54.0,0.0,0.0,34,אתה הוא יהוה האלהים אשר בחרת באברם,0.0,7090000048
ref-y.1.1.1.6.9.53-ref-y.1.1.1.6.9.58,ref-bible.0205.13.2.13-ref-bible.205.13.2.18,30398,30426,ref-y.1.1.1.6.9.53,ref-y.1.1.1.6.9.58,683416,683444,ref-bible.0205.13.2.13,ref-bible.0205.13.2.18,בן נולד לבית דוד יאשיהו שמו ,בן נולד לבית דוד יאשיהו שמו ,6,6,1836,1836.0,56,56.0,0.0,0.0,28,בן נולד לבית דוד יאשיהו שמו ,0.0,7090000049
ref-y.1.1.1.6.10.26-ref-y.1.1.1.6.10.46,ref-bible.0208.23.8.6-ref-bible.0208.23.8.14,30612,30702,ref-y.1.1.1.6.10.26,ref-y.1.1.1.6.10.46,909015,909060,ref-bible.0208.23.8.6,ref-bible.0208.23.8.14,העלה ואשר הביא את זרע בית ישראל מארץ צפונה,העלה ואשר הביא את זרע בית ישראל מארץ צפונה,9,9,2155,2155.0,57,57.0,0.0,0.0,42,העלה ואשר הביא את זרע בית ישראל מארץ צפונה,0.0,7090000050
ref-y.1.1.1.6.10.65-ref-y.1.1.1.6.10.79,ref-bible.0101.32.28.4-ref-bible.0101.32.29.9,30799,30863,ref-y.1.1.1.6.10.65,ref-y.1.1.1.6.10.79,65110,65165,ref-bible.0101.32.28.4,ref-bible.0101.32.29.9,שמך ויאמר יעקב ויאמר לא יעקב יאמר עוד שמך כי אם ישראל,שמך ויאמר יעקב ויאמר לא יעקב יאמר עוד שמך כי אם ישראל,12,12,134,134.0,60,60.0,0.0,0.0,53,שמך ויאמר יעקב ויאמר לא יעקב יאמר עוד שמך כי אם ישראל,0.0,7090000051
ref-y.1.1.1.6.10.65-ref-y.1.1.1.6.10.78,ref-bible.0101.35.10.1-ref-bible.0101.35.11.2,30799,30858,ref-y.1.1.1.6.10.65,ref-y.1.1.1.6.10.78,69712,69807,ref-bible.0101.35.10.1,ref-bible.0101.35.11.2,שמך יעקב לא יקרא שמך עוד יעקב כי אם ישראל יהיה שמך ויקרא_את_שמו ישראל ויאמר לו אלהים שמך יעקב לא יקרא שמך עוד יעקב כי אם ישראל יהיה שמך,ויאמר לו אלהים שמך יעקב לא יקרא שמך עוד יעקב כי אם ישראל יהיה שמך יעקב לא יקרא שמך עוד יעקב כי אם ישראל יהיה שמך ויקרא_את_שמו ישראל ויאמר לו,29,30,156,156.0,59,59.0,0.5071428571428571,0.0,97,שמך יעקב לא יקרא שמך עוד יעקב כי אם ישראל יהיה שמך יעקב לא יקרא שמך עוד יעקב כי אם ישראל יהיה שמך,0.30714285714285716,7090000052
ref-y.1.1.1.6.10.92-ref-y.1.1.1.6.10.106,ref-bible.0207.43.18.1-ref-bible.207.43.19.5,30921,31011,ref-y.1.1.1.6.10.92,ref-y.1.1.1.6.10.106,835664,835722,ref-bible.0207.43.18.1,ref-bible.0207.43.19.5,אל תזכרו ראשונות אילו המצריי' וקדמוניות אל תתבוננו אילו המלכיו' חנני עושה חדשה עתה תצמח ,אל תזכרו ראשנות וקדמניות אל תתבננו הנני עשה חדשה עתה תצמח ,15,11,2075,2075.0,63,63.0,0.3409090909090909,0.3076923076923077,58,אל תזכרו ראשנות וקדמניות אל תתבננו הנני עשה חדשה עתה תצמח ,0.34090909090909094,7090000053
ref-y.1.1.2.1.15.47-ref-y.1.1.2.1.15.51,ref-bible.0101.3.10.6-ref-bible.101.3.11.4,34437,34466,ref-y.1.1.2.1.15.47,ref-y.1.1.2.1.15.51,4681,4726,ref-bible.0101.3.10.6,ref-bible.0101.3.11.4,ראוני נערים ונחבאו מי מהלכין ,ואירא כי עירם אנכי ואחבא ויאמר מי הגיד לך ,5,9,35,35.0,64,64.0,0.5952380952380952,0.9,20,ראי עים נחבאו מי הי ,0.5238095238095238,7090000054
ref-y.1.1.2.1.17.40-ref-y.1.1.2.1.17.47,ref-bible.0312.17.10.13-ref-bible.312.17.11.4,35498,35531,ref-y.1.1.2.1.17.40,ref-y.1.1.2.1.17.47,1491653,1491693,ref-bible.0312.17.10.13,ref-bible.0312.17.11.4,לי בית ה' נלך והי' כי ימלאו ימיך ,לך ובית יבנה לך יהוה והיה כי מלאו ימיך ,8,9,3091,3091.0,65,65.0,0.3333333333333333,0.8888888888888888,28,ל בית ה לך והי כי מלאו ימיך ,0.28205128205128205,7090000055
ref-y.1.1.2.3.4.14-ref-y.1.1.2.3.4.19,ref-bible.0301.103.3.1-ref-bible.301.103.3.6,37348,37387,ref-y.1.1.2.3.4.14,ref-y.1.1.2.3.4.19,1223261,1223294,ref-bible.0301.103.3.1,ref-bible.0301.103.3.6,הסולח לכל עוניכי הרופא לכל תחלואיכי ,הסלח לכל עונכי הרפא לכל תחלאיכי ,6,6,2603,2603.0,66,66.0,0.1111111111111111,0.0,32,הסלח לכל עונכי הרפא לכל תחלאיכי ,0.11111111111111116,7090000056
ref-y.1.1.2.3.7.13-ref-y.1.1.2.3.7.20,ref-bible.0102.13.10.1-ref-bible.102.13.10.7,38811,38858,ref-y.1.1.2.3.7.13,ref-y.1.1.2.3.7.20,131630,131671,ref-bible.0102.13.10.1,ref-bible.0102.13.10.7,ושמרת את החוק' הזאת למועד' מימי' ימימה ימי' ,ושמרת את החקה הזאת למועדה מימים ימימה ,8,7,268,268.0,67,67.0,0.20454545454545456,0.5555555555555556,35,ושמרת את החק הזאת למועד מימי ימימה ,0.20454545454545459,7090000057
ref-y.1.1.2.3.14.19-ref-y.1.1.2.3.14.25,ref-bible.0302.17.4.8-ref-bible.302.17.5.4,41424,41459,ref-y.1.1.2.3.14.19,ref-y.1.1.2.3.14.25,1273834,1273863,ref-bible.0302.17.4.8,ref-bible.0302.17.5.4,עליו הכתוכ אומר לועג לרש חרף עושהו ,על לשון הות לעג לרש חרף עשהו ,7,7,2731,2731.0,68,68.0,0.3142857142857143,0.4444444444444444,24,על ו ו לעג לרש חרף עשהו ,0.3142857142857143,7090000058
ref-y.1.1.2.3.14.128-ref-y.1.1.2.3.14.144,ref-bible.0204.21.4.18-ref-bible.0204.21.5.5,42031,42120,ref-y.1.1.2.3.14.128,ref-y.1.1.2.3.14.144,635707,635762,ref-bible.0204.21.4.18,ref-bible.0204.21.5.5,ויאמר מה אתם אמרים אעשה לכם ויאמרו אל המלך האיש אשר,ויאמר מה אתם אמרים אעשה לכם ויאמרו אל המלך האיש אשר,11,11,1729,1729.0,69,69.0,0.0,0.0,51,ויאמר מה אתם אמרים אעשה לכם ויאמרו אל המלך האיש אשר,0.0,7090000059
ref-y.1.1.2.4.7.11-ref-y.1.1.2.4.7.16,ref-bible.0221.1.11.2-ref-bible.221.1.11.7,44764,44793,ref-y.1.1.2.4.7.11,ref-y.1.1.2.4.7.16,1148571,1148600,ref-bible.0221.1.11.2,ref-bible.0221.1.11.7,ממזרח שמש ועד מבואו מהולל שם ,ממזרח שמש ועד מבואו גדול שמי ,6,6,2447,2447.0,71,71.0,0.1724137931034483,0.2857142857142857,25,ממזרח שמש ועד מבואו ול ש ,0.13793103448275867,7090000060
ref-y.1.1.2.4.7.48-ref-y.1.1.2.4.7.56,ref-bible.0301.118.27.5-ref-bible.301.118.28.3,44936,44985,ref-y.1.1.2.4.7.48,ref-y.1.1.2.4.7.56,1236319,1236365,ref-bible.0301.118.27.5,ref-bible.0301.118.28.3,אסרו חג בעבותים לימות גוג ומגוג אלי אתה ואודך ,אסרו חג בעבתים עד קרנות המזבח אלי אתה ואודך ,9,9,2636,2636.0,72,72.0,0.2826086956521739,0.5,34,אסרו חג בעבתים  ו מ אלי אתה ואודך ,0.26086956521739135,7090000061
ref-y.1.1.2.4.8.87-ref-y.1.1.2.4.8.93,ref-bible.0207.56.7.1-ref-bible.207.56.7.7,45498,45542,ref-y.1.1.2.4.8.87,ref-y.1.1.2.4.8.93,852534,852576,ref-bible.0207.56.7.1,ref-bible.0207.56.7.7,והביאותים אל הר קדשי ושימחתים בבית תפילתי ,והביאותים אל הר קדשי ושמחתים בבית תפלתי ,7,7,2101,2101.0,73,73.0,0.047619047619047616,0.0,40,והביאותים אל הר קדשי ושמחתים בבית תפלתי ,0.04761904761904767,7090000062
ref-y.1.1.2.4.9.23-ref-y.1.1.2.4.9.33,ref-bible.0207.29.23.7-ref-bible.207.29.24.4,45667,45723,ref-y.1.1.2.4.9.23,ref-y.1.1.2.4.9.33,814360,814435,ref-bible.0207.29.23.7,ref-bible.0207.29.24.4,והקדישו את קדוש יעקב מה כתי' בתריה וידעו תועי רוח בינה ,יקדישו שמי והקדישו את קדוש יעקב ואת אלהי ישראל יעריצו וידעו תעי רוח בינה ,11,14,2043,2043.0,74,74.0,0.3835616438356164,0.46153846153846156,47,והקדישו את קדוש יעקב ה י רי וידעו תעי רוח בינה ,0.3561643835616438,7090000063
ref-y.1.1.2.4.9.36-ref-y.1.1.2.4.9.48,ref-bible.0207.6.10.1-ref-bible.207.6.10.16,45737,45805,ref-y.1.1.2.4.9.36,ref-y.1.1.2.4.9.48,785340,785431,ref-bible.0207.6.10.1,ref-bible.0207.6.10.16,השמן לב העם הזה ואזניו חכבד ועיניו השע וגו' עד ולבבו יבין ושב ,השמן לב העם הזה ואזניו הכבד ועיניו השע פן יראה בעיניו ובאזניו ישמע ולבבו יבין ושב ,13,16,2007,2007.0,75,75.0,0.3048780487804878,0.4444444444444444,58,השמן לב העם הזה ואזניו כבד ועיניו השע וו ע ולבבו יבין ושב ,0.29268292682926833,7090000064
ref-y.1.1.2.4.9.51-ref-y.1.1.2.4.9.59,ref-bible.0207.55.7.7-ref-bible.207.55.7.15,45820,45867,ref-y.1.1.2.4.9.51,ref-y.1.1.2.4.9.59,851496,851544,ref-bible.0207.55.7.7,ref-bible.0207.55.7.15,וישוב אל ה' וירחמהו ואל אלהינו כי ירבה לסלוח ,וישב אל יהוה וירחמהו ואל אלהינו כי ירבה לסלוח ,9,9,2100,2100.0,76,76.0,0.08695652173913043,0.1428571428571429,43,וישב אל ה וירחמהו ואל אלהינו כי ירבה לסלוח ,0.06521739130434778,7090000065
ref-y.1.1.2.4.9.63-ref-y.1.1.2.4.9.69,ref-bible.0301.103.3.2-ref-bible.301.103.4.2,45889,45935,ref-y.1.1.2.4.9.63,ref-y.1.1.2.4.9.69,1223266,1223307,ref-bible.0301.103.3.2,ref-bible.0301.103.4.2,לכל עווניכי הרופא לכל תחלואיכי הגואל משחת ,לכל עונכי הרפא לכל תחלאיכי הגואל משחת ,7,7,2604,2603.0,77,77.0,0.09523809523809523,0.0,38,לכל עונכי הרפא לכל תחלאיכי הגואל משחת ,0.09523809523809523,7090000066
ref-y.1.1.2.4.9.95-ref-y.1.1.2.4.9.104,ref-bible.0301.126.1.1-ref-bible.301.126.1.8,46069,46118,ref-y.1.1.2.4.9.95,ref-y.1.1.2.4.9.104,1243829,1243870,ref-bible.0301.126.1.1,ref-bible.0301.126.1.8,שיר המעלות בשוב ה' את שבות ציון שירה שביעית היא ,שיר המעלות בשוב יהוה את שיבת ציון היינו ,10,8,2649,2649.0,78,78.0,0.3541666666666667,0.33333333333333337,34,שיר המעלות בשוב ה את שבת ציון היי ,0.29166666666666663,7090000067
ref-y.1.1.2.4.9.174-ref-y.1.1.2.4.9.186,ref-bible.0209.36.8.1-ref-bible.209.36.8.12,46475,46544,ref-y.1.1.2.4.9.174,ref-y.1.1.2.4.9.186,1049253,1049317,ref-bible.0209.36.8.1,ref-bible.0209.36.8.12,ואתם הרי ישראל ענפכם תתנו ופיריכם תשאו לעמי ישראל למה כי קרבו לבוא ,ואתם הרי ישראל ענפכם תתנו ופריכם תשאו לעמי ישראל כי קרבו לבוא ,13,12,2272,2272.0,79,79.0,0.07462686567164178,0.09090909090909094,62,ואתם הרי ישראל ענפכם תתנו ופריכם תשאו לעמי ישראל כי קרבו לבוא ,0.07462686567164178,7090000068
ref-y.1.1.2.4.9.214-ref-y.1.1.2.4.9.224,ref-bible.0210.3.5.1-ref-bible.210.3.5.11,46711,46764,ref-y.1.1.2.4.9.214,ref-y.1.1.2.4.9.224,1082946,1083000,ref-bible.0210.3.5.1,ref-bible.0210.3.5.11,אחר ישובו בני ישראל ובקשו את ה' אלחיהם ואת דוד מלכם ,אחר ישבו בני ישראל ובקשו את_יהוה_אלהיהם ואת דוד מלכם ,11,9,2318,2318.0,80,80.0,0.1320754716981132,0.2727272727272727,47,אחר ישבו בני ישראל ובקשו אתהאליהם ואת דוד מלכם ,0.1132075471698113,7090000069
ref-y.1.1.2.4.13.3-ref-y.1.1.2.4.13.10,ref-bible.0301.50.23.1-ref-bible.301.50.23.8,48215,48259,ref-y.1.1.2.4.13.3,ref-y.1.1.2.4.13.10,1185931,1185974,ref-bible.0301.50.23.1,ref-bible.0301.50.23.8,זובח תודה יכבדנני ושם דרך אראנו בישע אלהים ,זבח תודה יכבדנני ושם דרך אראנו בישע אלהים ,8,8,2531,2531.0,81,81.0,0.023255813953488372,0.0,42,זבח תודה יכבדנני ושם דרך אראנו בישע אלהים ,0.023255813953488413,7090000070
ref-y.1.1.2.4.13.32-ref-y.1.1.2.4.13.39,ref-bible.0301.29.11.2-ref-bible.301.29.11.9,48370,48405,ref-y.1.1.2.4.13.32,ref-y.1.1.2.4.13.39,1169373,1169409,ref-bible.0301.29.11.2,ref-bible.0301.29.11.9,עוז לעמו יתן ה' יברך את עמו בשלום ,עז לעמו יתן יהוה יברך את עמו בשלום ,8,8,2488,2488.0,82,82.0,0.11428571428571428,0.1428571428571429,32,עז לעמו יתן ה יברך את עמו בשלום ,0.08571428571428574,7090000071
ref-y.1.1.2.7.6.107-ref-y.1.1.2.7.6.117,ref-bible.0302.10.22.1-ref-bible.302.10.22.8,54409,54457,ref-y.1.1.2.7.6.107,ref-y.1.1.2.7.6.117,1266301,1266338,ref-bible.0302.10.22.1,ref-bible.0302.10.22.8,ברכת ה' היא תעשיר זו ברכת שבת ולא יוסיף עצב עמה ,ברכת יהוה היא תעשיר ולא יוסף עצב עמה ,11,8,2708,2708.0,83,83.0,0.3333333333333333,0.33333333333333337,34,ברכת ה היא תעשיר ולא יוסף עצב עמה ,0.29166666666666663,7090000072
ref-y.1.1.2.8.3.26-ref-y.1.1.2.8.3.48,ref-bible.0304.6.2.1-ref-bible.0304.6.2.6,55204,55326,ref-y.1.1.2.8.3.26,ref-y.1.1.2.8.3.48,1338494,1338529,ref-bible.0304.6.2.1,ref-bible.0304.6.2.6,דודי ירד לגנו לערוגות הבשם לרעות,דודי ירד לגנו לערוגות הבשם לרעות,6,6,2859,2859.0,84,84.0,0.0,0.0,32,דודי ירד לגנו לערוגות הבשם לרעות,0.0,7090000073
ref-y.1.1.2.8.5.139-ref-y.1.1.2.8.5.151,ref-bible.0303.28.1.1-ref-bible.303.28.2.6,57109,57176,ref-y.1.1.2.8.5.139,ref-y.1.1.2.8.5.151,1316948,1317014,ref-bible.0303.28.1.1,ref-bible.0303.28.2.6,כי יש לכסף מוצא ומקום לזהב יזוקו ברזל מעפ' יוקח ואבן יצוק נחושה ,כי יש לכסף מוצא ומקום לזהב יזקו ברזל מעפר יקח ואבן יצוק נחושה ,13,13,2812,2811.0,86,86.0,0.046875,0.15384615384615385,61,כי יש לכסף מוצא ומקום לזהב יזקו ברזל מעפ יקח ואבן יצוק נחושה ,0.046875,7090000074
ref-y.1.1.2.8.5.170-ref-y.1.1.2.8.5.176,ref-bible.0303.28.12.1-ref-bible.303.28.12.7,57261,57297,ref-y.1.1.2.8.5.170,ref-y.1.1.2.8.5.176,1317351,1317387,ref-bible.0303.28.12.1,ref-bible.0303.28.12.7,והחכמה מאין תמצא ואי זה מקום בינה ,והחכמה מאין תמצא ואי זה מקום בינה ,7,7,2813,2813.0,87,87.0,0.0,0.0,34,והחכמה מאין תמצא ואי זה מקום בינה ,0.0,7090000075
ref-y.1.1.2.8.5.170-ref-y.1.1.2.8.5.180,ref-bible.0303.28.20.1-ref-bible.303.28.21.4,57261,57318,ref-y.1.1.2.8.5.170,ref-y.1.1.2.8.5.180,1317658,1317715,ref-bible.0303.28.20.1,ref-bible.0303.28.21.4,והחכמה מאין תמצא ואי זה מקום בינה ונעלמה מעיני כל חי ,והחכמה מאין תבוא ואי זה מקום בינה ונעלמה מעיני כל חי ,11,11,2814,2814.0,88,87.0,0.03773584905660377,0.19999999999999996,51,והחכמה מאין תא ואי זה מקום בינה ונעלמה מעיני כל חי ,0.037735849056603765,7090000076
ref-y.1.1.2.8.8.90-ref-y.1.1.2.8.8.105,ref-bible.0208.2.35.7-ref-bible.208.2.36.2,58306,58377,ref-y.1.1.2.8.8.90,ref-y.1.1.2.8.8.105,870183,870227,ref-bible.0208.2.35.7,ref-bible.0208.2.36.2,מן הן דסלק אתון אמרין ליה לר' יוחנן הא נחית כהנא לבבל אמר מה הוה מיזל ,ממני הנני נשפט אותך על אמרך לא חטאתי מה תזלי ,16,10,2123,2123.0,89,89.0,0.7285714285714285,1.0,24,ממי הנני נא ל אמר   מזל ,0.6571428571428571,7090000077
ref-y.1.1.2.8.9.26-ref-y.1.1.2.8.9.43,ref-bible.0209.10.11.2-ref-bible.209.10.11.18,58579,58649,ref-y.1.1.2.8.9.26,ref-y.1.1.2.8.9.43,994631,994717,ref-bible.0209.10.11.2,ref-bible.0209.10.11.18,אל סב לך שיתין ולא קביל עילוי סב לך ע' ולא קביל עילוי סב לך פ' סב לך ,אל ארבעת רבעיהם ילכו לא יסבו בלכתם כי המקום אשר יפנה הראש אחריו ילכו לא יסבו בלכתם ,18,17,2227,2226.0,90,90.0,0.6867469879518072,0.8823529411764706,35,אל בת בי ילו סב ל  וא י יו ל  סב ל ,0.5783132530120482,7090000078
ref-y.1.1.2.8.10.88-ref-y.1.1.2.8.10.93,ref-bible.0207.28.22.1-ref-bible.207.28.22.6,59402,59435,ref-y.1.1.2.8.10.88,ref-y.1.1.2.8.10.93,812231,812264,ref-bible.0207.28.22.1,ref-bible.0207.28.22.6,ועתה אל תתלוצצו פן יחזקו מוסריכם ,ועתה אל תתלוצצו פן יחזקו מוסריכם ,6,6,2039,2039.0,91,91.0,0.0,0.0,33,ועתה אל תתלוצצו פן יחזקו מוסריכם ,0.0,7090000079
ref-y.1.1.2.8.10.114-ref-y.1.1.2.8.10.130,ref-bible.0207.28.22.1-ref-bible.207.28.22.15,59551,59651,ref-y.1.1.2.8.10.114,ref-y.1.1.2.8.10.130,812231,812318,ref-bible.0207.28.22.1,ref-bible.0207.28.22.15,ועתה אל תתלוצצו פן יחזקו מוסריכם וסופן כלייה דכתיב כי כלה ונחרצה שמעתי מאת ה' צבאות על כל הארץ ,ועתה אל תתלוצצו פן יחזקו מוסריכם כי כלה ונחרצה שמעתי מאת אדני_יהוה_צבאות על_כל_הארץ ה,19,14,2040,2039.0,92,92.0,0.3157894736842105,0.47058823529411764,73,ועתה אל תתלוצצו פן יחזקו מוסריכם כי כלה ונחרצה שמעתי מאת הצבאות עלכלהארץ ,0.2315789473684211,7090000080
ref-y.1.1.3.1.3.4-ref-y.1.1.3.1.3.14,ref-bible.0105.16.3.14-ref-bible.0105.16.3.24,61491,61542,ref-y.1.1.3.1.3.4,ref-y.1.1.3.1.3.14,372955,373017,ref-bible.0105.16.3.14,ref-bible.0105.16.3.24,מצרים למען תזכר את יום צאתך מארץ מצרים כל_ימי_חייך,יצאת מארץ מצרים למען תזכר את יום צאתך מארץ מצרים כל_ימי_חייך,9,11,1242,1242.0,93,93.0,0.16666666666666666,0.11111111111111116,50,מצרים למען תזכר את יום צאתך מארץ מצרים כל_ימי_חייך,0.16666666666666663,7090000081
ref-y.1.1.3.1.9.72-ref-y.1.1.3.1.9.80,ref-bible.0207.22.13.8-ref-bible.207.22.13.13,63715,63766,ref-y.1.1.3.1.9.72,ref-y.1.1.3.1.9.80,804547,804576,ref-bible.0207.22.13.8,ref-bible.0207.22.13.13,ואוכל ואוכל בשר ושותה יין ואוכל כל צורכו ושותה ,אכל בשר ושתות יין אכול ושתו ,9,6,2028,2028.0,95,95.0,0.48936170212765956,0.4285714285714286,25,אכל בשר ושות יין אכו ושת ,0.46808510638297873,7090000082
ref-y.1.1.3.4.8.98-ref-y.1.1.3.4.8.103,ref-bible.0102.22.18.1-ref-bible.102.22.18.6,73836,73860,ref-y.1.1.3.4.8.98,ref-y.1.1.3.4.8.103,149552,149575,ref-bible.0102.22.18.1,ref-bible.0102.22.18.6,כל שוכב עם בהמה מות יומת ,כל שכב עם בהמה מות יומת ,6,6,366,365.0,96,96.0,0.04,0.0,24,כל שכב עם בהמה מות יומת ,0.040000000000000036,7090000083
