baseOrig,compOrig,baseCharStart,baseCharEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,compOrder,grp-ref-sifre-n,baseOrder,grp-ref-sifra,dam-lev,jac,lcc_len_char,lcs_str_cahr,id
ref-sifra.2.4-00.4.41-ref-sifra.2.4-00.4.61,ref-sifre-n.16.1.18-ref-sifre-n.16.1.36,24790,24907,ref-sifra.2.4-00.4.41,ref-sifra.2.4-00.4.61,27032,27127,ref-sifre-n.16.1.18,ref-sifre-n.16.1.36,נאמר כאן כיהון' ונאמר להלן כיהון' מה כיהון האמור להלן בכהן כשר ובכלי שרת אף כיהון' האמור כאן בכהן כשר ובכלי ,נאמר כאן וכתב ונאמר להלן וכתב מה וכתב האמור להלן כשר בכל אדם אף וכתב האמור כאן כשר בכל ,21,19,211,183.0,72,53.0,0.3425925925925926,0.3846153846153846,72,נאמר כאן ו ונאמר להלן ו מה ו האמור להלן כשר בכל  אף ו האמור כאן כשר בכל ,4050000044
ref-sifra.2.4-00.4.42-ref-sifra.2.4-00.4.58,ref-sifre-n.22.1.193-ref-sifre-n.22.1.207,24795,24890,ref-sifra.2.4-00.4.42,ref-sifra.2.4-00.4.58,33512,33596,ref-sifre-n.22.1.193,ref-sifre-n.22.1.207,כאן כיהון' ונאמר להלן כיהון' מה כיהון האמור להלן בכהן כשר ובכלי שרת אף כיהון' האמור כאן ,כאן הפלאה ונאמר להלן הפלאה מה הפלאה האמורה להלן בנדר ובנדבה אף הפלאה האמורה כאן ,17,15,254,243.0,74,53.0,0.4318181818181818,0.5714285714285714,56,כאן ה ונאמר להלן ה מה ה האמור להלן בר וב אף ה האמור כאן ,4050000045
ref-sifra.2.4-00.4.42-ref-sifra.2.4-00.4.58,ref-sifre-n.25.1.406-ref-sifre-n.25.1.420,24795,24890,ref-sifra.2.4-00.4.42,ref-sifra.2.4-00.4.58,41592,41666,ref-sifre-n.25.1.406,ref-sifre-n.25.1.420,כאן כיהון' ונאמר להלן כיהון' מה כיהון האמור להלן בכהן כשר ובכלי שרת אף כיהון' האמור כאן ,כאן פרוע ונאמר להלן פרוע מה פרוע האמור להלן גידול שער אף פרוע האמור כאן ,17,15,311,295.0,75,53.0,0.375,0.5714285714285714,56,כאן ו ונאמר להלן ו מה ו האמור להלן ול שר אף ו האמור כאן ,4050000046
ref-sifra.2.4-00.4.41-ref-sifra.2.4-00.4.58,ref-sifre-n.25.1.643-ref-sifre-n.25.1.667,24790,24890,ref-sifra.2.4-00.4.41,ref-sifra.2.4-00.4.58,42856,42982,ref-sifre-n.25.1.643,ref-sifre-n.25.1.667,נאמר כאן כיהון' ונאמר להלן כיהון' מה כיהון האמור להלן בכהן כשר ובכלי שרת אף כיהון' האמור כאן ,נאמר כאן נזיר ונאמר להלן נזיר מה נזיר האמור להלן עשה_בו_ימים_שלאחר_נזירות_כימים_שבתוך_נזירות_עד_הבאת_קרבן אף נזיר האמור כאן ,18,15,354,340.0,58,53.0,0.5645161290322581,0.5384615384615384,65,נאמר כאן י ונאמר להלן י מה י האמור להלן השרוכישרת אף י האמור כאן ,4050000047
ref-sifra.2.4-00.4.41-ref-sifra.2.4-00.4.58,ref-sifre-n.26.1.407-ref-sifre-n.26.1.423,24790,24890,ref-sifra.2.4-00.4.41,ref-sifra.2.4-00.4.58,45337,45423,ref-sifre-n.26.1.407,ref-sifre-n.26.1.423,נאמר כאן כיהון' ונאמר להלן כיהון' מה כיהון האמור להלן בכהן כשר ובכלי שרת אף כיהון' האמור כאן ,נאמר כאן אמו ונאמר להלן אמו מה אמו האמור להלן מטמא בנגעם ובזיבתם אף אמו האמור כאן ,18,17,419,406.0,59,53.0,0.3655913978494624,0.5714285714285714,62,נאמר כאן ו ונאמר להלן ו מה ו האמור להלן   ובית אף ו האמור כאן ,4050000048
ref-sifra.2.4-00.4.41-ref-sifra.2.4-00.4.58,ref-sifre-n.29.1.150-ref-sifre-n.29.1.168,24790,24890,ref-sifra.2.4-00.4.41,ref-sifra.2.4-00.4.58,48822,48924,ref-sifre-n.29.1.150,ref-sifre-n.29.1.168,נאמר כאן כיהון' ונאמר להלן כיהון' מה כיהון האמור להלן בכהן כשר ובכלי שרת אף כיהון' האמור כאן ,נאמר כאן שמיני ונאמר להלן שמיני מה שמיני האמור להלן הכשיר_בו_שמיני_ומשמיני_והלאה אף שמיני האמור כאן ,18,15,491,473.0,60,53.0,0.47,0.5384615384615384,63,נאמר כאן י ונאמר להלן י מה י האמור להלן הכשרביש אף י האמור כאן ,4050000049
ref-sifra.2.4-00.4.41-ref-sifra.2.4-00.4.58,ref-sifre-n.30.1.833-ref-sifre-n.30.1.857,24790,24890,ref-sifra.2.4-00.4.41,ref-sifra.2.4-00.4.58,53469,53597,ref-sifre-n.30.1.833,ref-sifre-n.30.1.857,נאמר כאן כיהון' ונאמר להלן כיהון' מה כיהון האמור להלן בכהן כשר ובכלי שרת אף כיהון' האמור כאן ,נאמר כאן נזיר ונאמר להלן נזיר מה נזיר האמור להלן עשה_בו_ימים_שלאחר_נזירות בימים שבתוך_נזירות_עד_הבאת_קרבן אף נזיר האמור כאן ,18,17,559,545.0,61,53.0,0.5564516129032258,0.6,66,נאמר כאן י ונאמר להלן י מה י האמור להלן השרובי שרת אף י האמור כאן ,4050000050
ref-sifra.2.4-00.4.41-ref-sifra.2.4-00.4.58,ref-sifre-n.31.3.323-ref-sifre-n.31.3.347,24790,24890,ref-sifra.2.4-00.4.41,ref-sifra.2.4-00.4.58,57211,57339,ref-sifre-n.31.3.323,ref-sifre-n.31.3.347,נאמר כאן כיהון' ונאמר להלן כיהון' מה כיהון האמור להלן בכהן כשר ובכלי שרת אף כיהון' האמור כאן ,נאמר כאן נזיר ונאמר להלן נזיר מה נזיר האמור להלן עשה_בו_ימים_שלאחר_נזירות בימים שבתוך_נזירות_עד_הבאת_קרבן אף נזיר האמור כאן ,18,17,607,592.0,62,53.0,0.5564516129032258,0.6,66,נאמר כאן י ונאמר להלן י מה י האמור להלן השרובי שרת אף י האמור כאן ,4050000051
ref-sifra.2.4-00.4.41-ref-sifra.2.4-00.4.58,ref-sifre-n.39.1.88-ref-sifre-n.39.1.102,24790,24890,ref-sifra.2.4-00.4.41,ref-sifra.2.4-00.4.58,62788,62867,ref-sifre-n.39.1.88,ref-sifre-n.39.1.102,נאמר כאן כיהון' ונאמר להלן כיהון' מה כיהון האמור להלן בכהן כשר ובכלי שרת אף כיהון' האמור כאן ,נאמר כאן ברכה ונאמר להלן ברכה מה ברכה האמורה להלן בעמידה אף ברכה האמורה כאן ,18,15,663,650.0,63,53.0,0.44086021505376344,0.5384615384615384,62,נאמר כאן כה ונאמר להלן כה מה כה האמור להלן בי אף כה האמור כאן ,4050000052
ref-sifra.2.4-00.4.41-ref-sifra.2.4-00.4.58,ref-sifre-n.73.2.58-ref-sifre-n.73.2.74,24790,24890,ref-sifra.2.4-00.4.41,ref-sifra.2.4-00.4.58,98021,98113,ref-sifre-n.73.2.58,ref-sifre-n.73.2.74,נאמר כאן כיהון' ונאמר להלן כיהון' מה כיהון האמור להלן בכהן כשר ובכלי שרת אף כיהון' האמור כאן ,נאמר כאן תרועה ונאמר להלן תרועה מה תרועה האמורה להלן תקיעה לאחר תרועה אף תרועה האמורה כאן ,18,17,830,817.0,64,53.0,0.41935483870967744,0.5714285714285714,61,נאמר כאן ו ונאמר להלן ו מה ו האמור להלן ה לרת אף ו האמור כאן ,4050000053
ref-sifra.2.4-00.4.41-ref-sifra.2.4-00.4.58,ref-sifre-n.73.2.136-ref-sifre-n.73.2.152,24790,24890,ref-sifra.2.4-00.4.41,ref-sifra.2.4-00.4.58,98432,98526,ref-sifre-n.73.2.136,ref-sifre-n.73.2.152,נאמר כאן כיהון' ונאמר להלן כיהון' מה כיהון האמור להלן בכהן כשר ובכלי שרת אף כיהון' האמור כאן ,נאמר כאן תרועה ונאמר להלן תרועה מה תרועה האמורה להלן תוקע ומריע ותוקע אף תרועה האמורה כאן ,18,17,874,857.0,65,53.0,0.40860215053763443,0.5714285714285714,61,נאמר כאן ו ונאמר להלן ו מה ו האמור להלן  וי ת אף ו האמור כאן ,4050000054
ref-sifra.2.4-00.4.41-ref-sifra.2.4-00.5.18,ref-sifre-n.75.1.39-ref-sifre-n.75.1.80,24790,24991,ref-sifra.2.4-00.4.41,ref-sifra.2.4-00.5.18,99689,99899,ref-sifre-n.75.1.39,ref-sifre-n.75.1.80,נאמר כאן כהנים ונאמר להלן כהנים מה כהנים האמור להלן תמימים ולא בעלי מומין אף כהנים האמור כאן תמימים ולא בעלי מומין אמר לו ר' טרפון עד מתי אתה מגבב ומביא עלינו איני יכול לסבול אקפח את בני אם לא ראיתי שמעון,נאמר כאן כהנים ונאמר להלן כהנים מה כהנים האמור להלן תמימים ולא בעלי מומין אף כהנים האמור כאן תמימים ולא בעלי מומין אמר לו ר' טרפון עד מתי אתה מגבב ומביא עלינו איני יכול לסבול אקפח את בני אם לא ראיתי שמעון,38,42,930,930.0,73,73.0,0.0,0.0,204,נאמר כאן כהנים ונאמר להלן כהנים מה כהנים האמור להלן תמימים ולא בעלי מומין אף כהנים האמור כאן תמימים ולא בעלי מומין אמר לו ר' טרפון עד מתי אתה מגבב ומביא עלינו איני יכול לסבול אקפח את בני אם לא ראיתי שמעון,4050000055
ref-sifra.2.4-00.4.47-ref-sifra.2.4-00.4.61,ref-sifre-n.101.1.90-ref-sifre-n.101.1.102,24827,24907,ref-sifra.2.4-00.4.47,ref-sifra.2.4-00.4.61,138349,138408,ref-sifre-n.101.1.90,ref-sifre-n.101.1.102,מה כיהון האמור להלן בכהן כשר ובכלי שרת אף כיהון' האמור כאן בכהן כשר ובכלי ,מה מעשה האמור להלן של ספיר אף מעשה האמור כאן של ספיר מכל ,15,13,980,979.0,82,53.0,0.47297297297297297,0.6428571428571428,42,מה ה האמור להלן של ר אף ה האמור כאן שר כל ,4050000056
ref-sifra.2.4-00.4.42-ref-sifra.2.4-00.4.58,ref-sifre-n.110.1.111-ref-sifre-n.110.1.126,24795,24890,ref-sifra.2.4-00.4.42,ref-sifra.2.4-00.4.58,156758,156836,ref-sifre-n.110.1.111,ref-sifre-n.110.1.126,כאן כיהון' ונאמר להלן כיהון' מה כיהון האמור להלן בכהן כשר ובכלי שרת אף כיהון' האמור כאן ,כאן לחם עוני ונאמר להלן לחם מה לחם האמור להלן חמשת המינים אף לחם האמור כאן ,17,16,1047,1037.0,76,53.0,0.4431818181818182,0.6,51,כאן ו ונאמר להלן  מה  האמור להלן ש י אף  האמור כאן ,4050000057
ref-sifra.2.4-00.4.41-ref-sifra.2.4-00.4.58,ref-sifre-n.113.1.59-ref-sifre-n.113.1.73,24790,24890,ref-sifra.2.4-00.4.41,ref-sifra.2.4-00.4.58,167764,167839,ref-sifre-n.113.1.59,ref-sifre-n.113.1.73,נאמר כאן כיהון' ונאמר להלן כיהון' מה כיהון האמור להלן בכהן כשר ובכלי שרת אף כיהון' האמור כאן ,נאמר כאן מדבר ונאמר להלן מדבר מה מדבר האמור להלן צלפחד אף מדבר האמור כאן ,18,15,1147,1133.0,66,53.0,0.43010752688172044,0.5384615384615384,53,נאמר כאן  ונאמר להלן  מה  האמור להלן ל אף  האמור כאן ,4050000058
ref-sifra.2.4-00.4.41-ref-sifra.2.4-00.4.50,ref-sifre-n.116.1.236-ref-sifre-n.116.1.251,24790,24847,ref-sifra.2.4-00.4.41,ref-sifra.2.4-00.4.50,178868,178948,ref-sifre-n.116.1.236,ref-sifre-n.116.1.251,ונאמר להלן אתך מה אתך האמור להלן כאן בלוים הכתוב_מדבר_אף אתך האמור כאן להלן,ונאמר להלן אתך מה אתך האמור להלן כאן בלוים הכתוב_מדבר_אף אתך האמור כאן להלן,10,13,1209,1209.0,54,54.0,0.0,0.0,75,ונאמר להלן אתך מה אתך האמור להלן כאן בלוים הכתוב_מדבר_אף אתך האמור כאן להלן,4050000059
ref-sifra.2.4-00.4.44-ref-sifra.2.4-00.4.58,ref-sifre-n.116.2.276-ref-sifre-n.116.2.287,24807,24890,ref-sifra.2.4-00.4.44,ref-sifra.2.4-00.4.58,183020,183081,ref-sifre-n.116.2.276,ref-sifre-n.116.2.287,ונאמר להלן כיהון' מה כיהון האמור להלן בכהן כשר ובכלי שרת אף כיהון' האמור כאן ,ונאמר להלן יומת מה יומת האמור להלן סקילה אף יומת האמור כאן ,15,12,1287,1287.0,78,78.0,0.37662337662337664,0.5384615384615384,49,ונאמר להלן יו מה יו האמור להלן י אף יו האמור כאן ,4050000060
ref-sifra.2.4-00.4.44-ref-sifra.2.4-00.4.58,ref-sifre-n.116.2.297-ref-sifre-n.116.2.308,24807,24890,ref-sifra.2.4-00.4.44,ref-sifra.2.4-00.4.58,183124,183185,ref-sifre-n.116.2.297,ref-sifre-n.116.2.308,ונאמר להלן כיהון' מה כיהון האמור להלן בכהן כשר ובכלי שרת אף כיהון' האמור כאן ,ונאמר להלן יומת מה יומת האמור להלן בחנק אף יומת האמור כאן ,15,12,1335,1335.0,79,78.0,0.37662337662337664,0.5384615384615384,49,ונאמר להלן יו מה יו האמור להלן ב אף יו האמור כאן ,4050000061
ref-sifra.2.4-00.4.41-ref-sifra.2.4-00.4.58,ref-sifre-n.124.1.255-ref-sifre-n.124.1.271,24790,24890,ref-sifra.2.4-00.4.41,ref-sifra.2.4-00.4.58,212021,212111,ref-sifre-n.124.1.255,ref-sifre-n.124.1.271,נאמר כאן כיהון' ונאמר להלן כיהון' מה כיהון האמור להלן בכהן כשר ובכלי שרת אף כיהון' האמור כאן ,נאמרה כאן לקיחה ונאמרה להלן שמות יב לקיחה מה לקיחה האמורה להלן שלשה אף לקיחה האמורה כאן ,18,17,1463,1450.0,67,53.0,0.5161290322580645,0.6,63,נאמר כאן יה ונאמר להלן יה מה יה האמור להלן שלש אף יה האמור כאן ,4050000062
ref-sifra.2.4-00.4.44-ref-sifra.2.4-00.4.58,ref-sifre-n.124.1.639-ref-sifre-n.124.1.653,24807,24890,ref-sifra.2.4-00.4.44,ref-sifra.2.4-00.4.58,213993,214074,ref-sifre-n.124.1.639,ref-sifre-n.124.1.653,ונאמר להלן כיהון' מה כיהון האמור להלן בכהן כשר ובכלי שרת אף כיהון' האמור כאן ,ונאמר להלן טהור מה טהור האמור להלן טמא לתרומה וטהור לחטאת אף טהור האמור כאן ,15,15,1538,1535.0,80,53.0,0.36363636363636365,0.6,54,ונאמר להלן הו מה הו האמור להלן  רו רת אף הו האמור כאן ,4050000063
ref-sifra.2.4-00.4.41-ref-sifra.2.4-00.4.50,ref-sifre-n.127.5.22-ref-sifre-n.127.5.33,24790,24847,ref-sifra.2.4-00.4.41,ref-sifra.2.4-00.4.50,223948,224004,ref-sifre-n.127.5.22,ref-sifre-n.127.5.33,נאמר כאן כיהון' ונאמר להלן כיהון' מה כיהון האמור להלן ,נאמר כאן עפר ונאמר להלן במדבר ה עפר מה עפר האמור להלן ,10,12,1632,1629.0,56,53.0,0.3888888888888889,0.375,38,נאמר כאן  ונאמר להלן ה מה  האמור להלן ,4050000064
ref-sifra.2.4-00.4.41-ref-sifra.2.4-00.4.58,ref-sifre-n.128.2.2-ref-sifre-n.128.2.18,24790,24890,ref-sifra.2.4-00.4.41,ref-sifra.2.4-00.4.58,224593,224681,ref-sifre-n.128.2.2,ref-sifre-n.128.2.18,נאמר כאן כיהון' ונאמר להלן כיהון' מה כיהון האמור להלן בכהן כשר ובכלי שרת אף כיהון' האמור כאן ,נאמרה כאן לקיחה ונאמרה להלן שמות יב לקיחה מה לקיחה האמורה להלן ג' אף לקיחה האמורה כאן ,18,17,1670,1657.0,68,53.0,0.5268817204301075,0.6,60,נאמר כאן יה ונאמר להלן יה מה יה האמור להלן  אף יה האמור כאן ,4050000065
ref-sifra.2.4-00.4.44-ref-sifra.2.4-00.4.58,ref-sifre-n.133.4.13-ref-sifre-n.133.4.26,24807,24890,ref-sifra.2.4-00.4.44,ref-sifra.2.4-00.4.58,238694,238757,ref-sifre-n.133.4.13,ref-sifre-n.133.4.26,ונאמר להלן כיהון' מה כיהון האמור להלן בכהן כשר ובכלי שרת אף כיהון' האמור כאן ,ונאמר להלן דברים כה שם מה שם האמור להלן נחלה אף שם האמור כאן ,15,14,1800,1793.0,81,53.0,0.4805194805194805,0.6,45,ונאמר להלן יה מה  האמור להלן ל אף  האמור כאן ,4050000066
ref-sifra.2.4-00.4.41-ref-sifra.2.4-00.4.58,ref-sifre-n.142.2.71-ref-sifre-n.142.2.91,24790,24890,ref-sifra.2.4-00.4.41,ref-sifra.2.4-00.4.58,253140,253250,ref-sifre-n.142.2.71,ref-sifre-n.142.2.91,נאמר כאן כיהון' ונאמר להלן כיהון' מה כיהון האמור להלן בכהן כשר ובכלי שרת אף כיהון' האמור כאן ,נאמרה כאן שמירה ונאמר להלן שמות יב שמירה מה שמירה האמורה להלן מבקרו ד' ימים קודם שחיטתו אף שמירה האמורה כאן ,18,21,1857,1838.0,69,53.0,0.48148148148148145,0.6842105263157895,67,נאמר כאן יה ונאמר להלן יה מה יה האמור להלן ברוי שת אף יה האמור כאן ,4050000067
ref-sifra.2.4-00.4.41-ref-sifra.2.4-00.4.58,ref-sifre-n.142.2.212-ref-sifre-n.142.2.228,24790,24890,ref-sifra.2.4-00.4.41,ref-sifra.2.4-00.4.58,253851,253940,ref-sifre-n.142.2.212,ref-sifre-n.142.2.228,נאמר כאן כיהון' ונאמר להלן כיהון' מה כיהון האמור להלן בכהן כשר ובכלי שרת אף כיהון' האמור כאן ,נאמר כאן במועדו ונא' להלן במועדו מה מועדו האמור להלן דוחה_את_השבת אף מועדו האמור כאן ,18,15,1895,1875.0,70,53.0,0.44086021505376344,0.6,58,נאמר כאן ו ונא להלן ו מה ו האמור להלן השבת אף ו האמור כאן ,4050000068
ref-sifra.2.4-00.4.42-ref-sifra.2.4-00.4.58,ref-sifre-n.153.3.18-ref-sifre-n.153.3.33,24795,24890,ref-sifra.2.4-00.4.42,ref-sifra.2.4-00.4.58,264584,264659,ref-sifre-n.153.3.18,ref-sifre-n.153.3.33,כאן כיהון' ונאמר להלן כיהון' מה כיהון האמור להלן בכהן כשר ובכלי שרת אף כיהון' האמור כאן ,כאן נדר ונאמר להלן נדר מה נדר האמור להלן נדר ונדבה עמו אף נדר האמור כאן ,17,16,2019,2010.0,77,53.0,0.42045454545454547,0.5714285714285714,52,כאן  ונאמר להלן  מה  האמור להלן ר וב  אף  האמור כאן ,4050000069
